chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chr3L,18751731,18751931,18751775,MACS_peak_2243-1,48.1624071,148.253247,replicate 1,yes,0,no element,no,genic,7.562669098
chr3L,18751941,18753110,18752415,MACS_peak_2243-2,16246.3951,5608.34214,both replicates,yes,1,+,yes,genic,21.20161016
chr3L,18753181,18753381,18753330,MACS_peak_2244-1,136.521513,125.570459,replicate 1,yes,0,no element,no,genic,13.5970307
chr3L,18753391,18754360,18753865,MACS_peak_2244-2,9447.27566,4293.98886,both replicates,yes,3,-,yes,genic,6.187192351
chr3L,18758111,18758221,18758125,MACS_peak_2245-1,67.7798902,94.072171,replicate 1,yes,0,no element,no,genic,6.7171707
chr3L,18758231,18759500,18759035,MACS_peak_2245-2,20923.146,14993.6475,both replicates,yes,9,-,yes,genic,53.3084477
chr3L,18764051,18764221,18764090,MACS_peak_2246-1,57.9157371,133.890686,replicate 1,yes,0,no element,no,genic,11.10982825
chr3L,18764231,18765510,18764695,MACS_peak_2246-2,18232.249,10368.7474,both replicates,yes,6,+,yes,genic,5.901247948
chr3L,18774511,18774611,18774515,MACS_peak_2247-1,127.144637,87.746801,replicate 1,no,0,no element,no,genic,11.0999697
chr3L,18774621,18775181,18774875,MACS_peak_2247-2,1542.14007,908.638796,replicate 1,yes,0,no element,no,genic,14.7999596
chr3L,18775191,18775350,18775345,MACS_peak_2247-3,54.6355071,51.4247943,replicate 1,yes,0,no element,no,genic,11.12954535
chr3L,18779081,18779611,18779455,MACS_peak_2248-1,945.36657,926.456654,replicate 1,yes,1,+,yes,genic,12.61841865
chr3L,18779621,18779961,18779755,MACS_peak_2248-2,1610.34131,575.890862,both replicates,yes,1,-,yes,genic,6.125564799
chr3L,18779971,18780160,18780080,MACS_peak_2248-3,86.2049272,60.1988,replicate 1,yes,0,no element,no,genic,10.1312162
chr3L,18780681,18780711,18780695,MACS_peak_2249-1,40.4771838,0,replicate 1,yes,0,no element,no,genic,7.62429665
chr3L,18780721,18780881,18780855,MACS_peak_2249-2,65.7933145,2.63696582,replicate 1,yes,0,no element,no,genic,15.77857161
chr3L,18780891,18781530,18781100,MACS_peak_2249-3,1712.78355,1041.82175,both replicates,yes,18,+,yes,genic,13.51568601
chr3L,18784131,18784241,18784165,MACS_peak_2250-1,163.31433,123.446083,replicate 1,yes,0,no element,no,genic,5.8913894
chr3L,18784251,18784961,18784575,MACS_peak_2250-2,2267.1071,688.092759,replicate 1,yes,0,no element,no,genic,6.187192351
chr3L,18784971,18785120,18785015,MACS_peak_2250-3,41.4803595,59.548016,replicate 1,yes,0,no element,no,genic,6.421367705
chr3L,18785781,18786390,18786125,MACS_peak_2251-1,990.396611,839.403771,replicate 1,yes,9,-,yes,genic,2.558688551
chr3L,18792901,18794191,18793635,MACS_peak_2252-1,20719.9219,11342.6541,both replicates,yes,11,-,yes,intergenic,9.051542401
chr3L,18794201,18794960,18794545,MACS_peak_2252-2,3542.32898,1157.84659,both replicates,yes,0,no element,no,intergenic,81.21736978
chr3L,18804731,18805231,18804985,MACS_peak_2253-1,694.448205,481.434831,replicate 1,yes,2,-,yes,intergenic,6.216767997
chr3L,18805241,18805471,18805385,MACS_peak_2253-2,414.31702,316.848758,replicate 1,yes,0,no element,no,intergenic,6.04422015
chr3L,18805481,18805900,18805725,MACS_peak_2253-3,1249.63498,656.795667,replicate 1,yes,1,-,yes,intergenic,5.5857279
chr3L,18807091,18807111,18807095,MACS_peak_2254-1,51.310994,83.3713004,replicate 1,yes,0,no element,no,intergenic,7.949675247
chr3L,18807121,18807830,18807585,MACS_peak_2254-2,1494.9397,795.562368,replicate 1,yes,5,-,yes,intergenic,5.127235651
chr3L,18812451,18812971,18812590,MACS_peak_2255-1,461.249558,439.773558,replicate 1,yes,1,-,yes,intergenic,5.728700101
chr3L,18812981,18813351,18813205,MACS_peak_2255-2,488.717845,561.809403,replicate 1,yes,0,no element,no,intergenic,20.89347245
chr3L,18813361,18813890,18813495,MACS_peak_2255-3,1515.43271,824.510978,replicate 1,yes,0,no element,no,intergenic,92.81278944
chr3L,18815561,18816500,18815985,MACS_peak_2256-1,6643.74857,3497.73064,both replicates,yes,2,+,yes,genic,141.7951139
chr3L,18826491,18826711,18826685,MACS_peak_2257-1,80.0815419,330.673941,replicate 1,yes,0,no element,no,genic,6.899577096
chr3L,18826721,18827080,18826935,MACS_peak_2257-2,1228.30119,318.92634,replicate 1,yes,0,no element,no,genic,4.402516097
chr3L,18827801,18828430,18828045,MACS_peak_2258-1,4512.78017,3166.51971,both replicates,yes,2,-,yes,genic,5.299783498
chr3L,18832841,18833961,18833705,MACS_peak_2259-1,12288.4746,6323.63812,both replicates,yes,3,+,yes,promoter & genic,211.6956236
chr3L,18833971,18834910,18834415,MACS_peak_2259-2,5414.10275,2107.36629,both replicates,yes,0,no element,no,promoter & genic,15.50248575
chr3L,18838321,18839131,18838785,MACS_peak_2260-1,1546.89448,989.999142,replicate 1,yes,1,+,yes,genic,3.85282065
chr3L,18839141,18839930,18839425,MACS_peak_2260-2,7580.7218,3219.46187,both replicates,yes,11,-,yes,promoter,12.46558778
chr3L,18841311,18841821,18841635,MACS_peak_2261-1,1123.0761,397.257139,replicate 1,no,2,+,no,intergenic,1.589935049
chr3L,18841831,18842020,18841960,MACS_peak_2261-2,112.957362,12.8026839,replicate 1,no,0,no element,no,intergenic,0.60146445
chr3L,18859901,18860291,18860150,MACS_peak_2262-1,364.801859,319.88856,none,yes,0,no element,no,genic,4.555346847
chr3L,18860301,18861101,18860845,MACS_peak_2262-2,8159.22804,4462.85091,both replicates,yes,5,-,yes,promoter,18.6626388
chr3L,18861111,18861340,18861275,MACS_peak_2262-3,142.698079,257.810123,replicate 1,yes,0,no element,no,genic,2.731236398
chr3L,18883141,18883871,18883690,MACS_peak_2263-1,4544.8718,2056.88155,both replicates,yes,1,+,yes,promoter,252.2574455
chr3L,18883881,18884581,18884125,MACS_peak_2263-2,12315.5229,4946.92794,both replicates,yes,3,+,yes,intergenic,0.22431685
chr3L,18884591,18884690,18884605,MACS_peak_2263-3,58.2897067,67.6176601,replicate 1,yes,0,no element,no,intergenic,0
chr3L,18889241,18890010,18889675,MACS_peak_2264-1,2061.75203,1165.27954,replicate 1,yes,1,+,yes,promoter & genic,54.16628124
chr3L,18891041,18891770,18891385,MACS_peak_2265-1,907.68797,691.584654,replicate 1,yes,0,no element,no,genic,443.7423585
chr3L,18939851,18939981,18939870,MACS_peak_2266-1,71.3399314,102.20404,none,yes,0,no element,no,intergenic,0
chr3L,18940021,18940710,18940295,MACS_peak_2266-2,1817.82398,1156.13282,both replicates,yes,8,-,yes,intergenic,0
chr3L,18985711,18985881,18985745,MACS_peak_2267-1,84.7092883,87.3904686,none,no,0,no element,no,genic,8.173992097
chr3L,18985891,18986111,18986015,MACS_peak_2267-2,189.829954,264.205536,none,no,0,no element,no,genic,20.04797402
chr3L,18986121,18986470,18986205,MACS_peak_2267-3,301.690681,311.658511,none,yes,0,no element,no,genic,42.63491933
chr3L,18987321,18987761,18987655,MACS_peak_2268-1,512.642948,636.412927,replicate 1,yes,0,no element,no,promoter & genic,10.51822235
chr3L,18987771,18988410,18987985,MACS_peak_2268-2,1522.64425,420.957204,both replicates,yes,0,no element,no,genic,13.00542471
chr3L,18988411,18988581,18988510,MACS_peak_2269-1,70.4482462,115.825277,replicate 1,yes,0,no element,no,genic,11.66938224
chr3L,18988591,18989450,18988975,MACS_peak_2269-2,1575.60653,1187.63052,replicate 1,yes,0,no element,no,promoter & genic,161.7174014
chr3L,18989501,18990221,18989945,MACS_peak_2270-1,7850.6233,3258.74916,both replicates,yes,1,-,yes,genic,8.092647448
chr3L,18990231,18990410,18990375,MACS_peak_2270-2,101.494365,212.643369,replicate 1,yes,0,no element,no,genic,14.7481906
chr3L,19009751,19010180,19009990,MACS_peak_2271-1,532.568859,337.724062,replicate 2,no,4,-,no,genic,3.423904046
chr3L,19038091,19038261,19038115,MACS_peak_2272-1,32.6498623,25.4863196,replicate 1,yes,0,no element,no,genic,9.367062449
chr3L,19038271,19039090,19038605,MACS_peak_2272-2,9749.38974,5295.49203,both replicates,yes,0,no element,no,promoter,273.5675003
chr3L,19064521,19064741,19064700,MACS_peak_2273-1,154.497057,165.952138,none,yes,0,no element,no,genic,19.3454479
chr3L,19064751,19065001,19064885,MACS_peak_2273-2,196.157595,254.703527,replicate 1,yes,0,no element,no,genic,16.57230105
chr3L,19065011,19065711,19065370,MACS_peak_2273-3,2397.98819,1231.84515,both replicates,yes,11,-,yes,genic,11.85426486
chr3L,19065721,19066190,19065855,MACS_peak_2273-4,521.633631,691.352623,replicate 1,no,0,no element,no,promoter & genic,10.8855114
chr3L,19071081,19071611,19071505,MACS_peak_2274-1,874.873739,956.227955,both replicates,yes,0,no element,no,genic,53.22462787
chr3L,19071621,19072171,19071905,MACS_peak_2274-2,5119.31967,2321.10155,both replicates,yes,1,-,yes,genic,27.34689215
chr3L,19072181,19072801,19072465,MACS_peak_2274-3,20176.3271,13480.766,both replicates,yes,1,+,yes,genic,45.78521375
chr3L,19072811,19073451,19073075,MACS_peak_2274-4,3609.66097,2078.19414,both replicates,yes,0,no element,no,genic,49.38166568
chr3L,19073461,19073920,19073575,MACS_peak_2274-5,470.610204,613.860058,replicate 1,yes,0,no element,no,genic,44.96929117
chr3L,19073941,19074161,19074065,MACS_peak_2275-1,177.258046,244.576209,replicate 1,yes,0,no element,no,genic,52.17452963
chr3L,19074171,19075230,19074655,MACS_peak_2275-2,15821.22,10179.4712,both replicates,yes,3,+,yes,genic,114.157372
chr3L,19076351,19077251,19076925,MACS_peak_2276-1,1526.17676,1629.83976,replicate 1,yes,1,+,yes,genic,15.47291015
chr3L,19077261,19077451,19077290,MACS_peak_2276-2,83.7560225,77.8700399,replicate 1,yes,0,no element,no,genic,41.685883
chr3L,19077461,19077671,19077535,MACS_peak_2276-3,157.997521,133.78346,none,yes,0,no element,no,genic,43.33744556
chr3L,19077681,19077880,19077815,MACS_peak_2276-4,162.81397,107.307164,none,yes,0,no element,no,genic,16.83852835
chr3L,19078231,19078921,19078625,MACS_peak_2277-1,827.097414,905.940604,replicate 1,yes,0,no element,no,genic,8.388450399
chr3L,19078931,19079131,19079015,MACS_peak_2277-2,198.886545,299.147206,replicate 1,yes,0,no element,no,genic,25.32065813
chr3L,19079141,19079991,19079615,MACS_peak_2277-3,18817.6997,13103.1767,both replicates,yes,0,no element,no,promoter,573.5378112
chr3L,19080001,19080611,19080195,MACS_peak_2277-4,6106.63859,3507.1914,both replicates,yes,2,-,yes,intergenic,3.557017699
chr3L,19080621,19081160,19080910,MACS_peak_2277-5,572.770787,605.405702,replicate 1,yes,1,+,yes,intergenic,2.272744149
chr3L,19081871,19082031,19081910,MACS_peak_2278-1,42.8707494,91.3713523,replicate 1,yes,0,no element,no,intergenic,6.054078698
chr3L,19082041,19082651,19082465,MACS_peak_2278-2,1466.91891,945.138554,replicate 1,yes,0,no element,no,intergenic,5.73855865
chr3L,19082661,19082691,19082665,MACS_peak_2278-3,43.2248186,41.1689374,replicate 1,yes,0,no element,no,intergenic,4.994121999
chr3L,19082701,19082870,19082795,MACS_peak_2278-4,56.8660565,49.2700705,replicate 1,yes,0,no element,no,intergenic,2.802722499
chr3L,19084461,19085350,19084995,MACS_peak_2279-1,1133.43803,1045.44221,replicate 1,no,0,no element,no,intergenic,2.34423025
chr3L,19163161,19163351,19163310,MACS_peak_2280-1,53.8135398,81.8461135,replicate 1,yes,0,no element,no,genic,4.616974398
chr3L,19163361,19164201,19163815,MACS_peak_2280-2,16849.4454,11363.7453,both replicates,yes,3,+,yes,promoter & genic,136.8823354
chr3L,19164211,19165371,19164875,MACS_peak_2280-3,12245.1868,4389.01497,both replicates,yes,6,-,yes,genic,0.672950551
chr3L,19165381,19165640,19165425,MACS_peak_2280-4,226.963849,162.1367,replicate 1,yes,0,no element,no,genic,0.835639849
chr3L,19170581,19170771,19170600,MACS_peak_2281-1,78.4160114,68.7848647,replicate 1,yes,0,no element,no,genic,0.6828091
chr3L,19170781,19171800,19171005,MACS_peak_2281-2,4896.60481,2347.46538,both replicates,yes,3,+,yes,genic,0.15283075
chr3L,19227951,19228381,19228270,MACS_peak_2282-1,665.62159,76.042597,replicate 1,yes,1,-,yes,promoter,8.245478198
chr3L,19228391,19228930,19228545,MACS_peak_2282-2,2104.63927,853.014034,replicate 1,yes,3,+,yes,promoter,6.197050899
chr3L,19253141,19253731,19253605,MACS_peak_2283-1,641.788495,761.190299,none,no,0,no element,no,genic,120.4752017
chr3L,19253741,19253970,19253745,MACS_peak_2283-2,109.571877,24.7320407,none,no,1,+,no,genic,112.0768927
chr3L,19261731,19262410,19262175,MACS_peak_2284-1,912.388419,423.266639,none,no,1,+,no,promoter,5.943158358
chr3L,19285081,19285501,19285365,MACS_peak_2285-1,1254.09412,651.32258,both replicates,yes,0,no element,no,intergenic,118.2838015
chr3L,19285511,19285911,19285735,MACS_peak_2285-2,9808.36888,5176.01562,both replicates,yes,2,-,yes,intergenic,122.3658908
chr3L,19285921,19286560,19286085,MACS_peak_2285-3,4776.53156,2017.07274,both replicates,yes,0,no element,no,intergenic,12.78110795
chr3L,19287561,19288471,19288105,MACS_peak_2286-1,5886.93169,2552.71087,both replicates,yes,1,-,yes,genic,183.7743692
chr3L,19288481,19288620,19288570,MACS_peak_2286-2,157.126227,190.768905,replicate 1,yes,0,no element,no,genic,41.7376522
chr3L,19333771,19334071,19333920,MACS_peak_2287-1,276.630766,182.913896,none,no,0,no element,no,genic,0.52997835
chr3L,19334081,19334430,19334285,MACS_peak_2287-2,362.548619,259.756042,none,no,0,no element,no,genic,0
chr3L,19598941,19599081,19599025,MACS_peak_2288-1,74.8044149,461.545067,replicate 1,no,0,no element,no,promoter & genic,23.28947164
chr3L,19599091,19599680,19599265,MACS_peak_2288-2,997.109744,906.967425,both replicates,no,0,no element,no,promoter,157.945926
chr3L,19625641,19625711,19625655,MACS_peak_2289-1,81.6881633,77.0107124,replicate 1,yes,0,no element,no,genic,38.86096707
chr3L,19625721,19626661,19626215,MACS_peak_2289-2,14054.7168,8751.54953,both replicates,yes,2,+,yes,genic,352.6427619
chr3L,19626671,19626820,19626705,MACS_peak_2289-3,40.6956955,50.4147563,replicate 1,yes,0,no element,no,genic,2.802722499
chr3L,19628011,19628520,19628350,MACS_peak_2290-1,468.690219,335.942974,replicate 1,yes,1,-,yes,genic,2.119913399
chr3L,19628521,19629220,19628815,MACS_peak_2291-1,1099.87442,980.920801,replicate 1,yes,2,-,yes,promoter,4.545488298
chr3L,19642141,19642311,19642270,MACS_peak_2292-1,59.0550956,36.6388292,none,yes,0,no element,no,genic,3.322842255
chr3L,19642321,19642571,19642535,MACS_peak_2292-2,295.56745,225.786789,replicate 1,yes,0,no element,no,genic,4.750088006
chr3L,19642581,19643271,19642995,MACS_peak_2292-3,7989.61768,3587.4787,both replicates,yes,0,no element,no,promoter,70.3861035
chr3L,19643281,19643450,19643305,MACS_peak_2292-4,81.4860963,113.754445,replicate 1,yes,0,no element,no,promoter,0.60146445
chr3L,19657971,19658031,19657995,MACS_peak_2293-1,53.4510837,183.926798,replicate 1,no,0,no element,no,intergenic,0
chr3L,19658041,19658501,19658325,MACS_peak_2293-2,863.097932,251.247732,replicate 1,no,3,+,no,intergenic,0
chr3L,19658531,19658720,19658620,MACS_peak_2293-3,84.560612,125.376794,replicate 1,no,0,no element,no,intergenic,0
chr3L,19782811,19783271,19783125,MACS_peak_2294-1,1009.09181,199.071932,replicate 1,yes,1,-,yes,genic,6.727029204
chr3L,19783281,19783871,19783535,MACS_peak_2294-2,3050.09144,1292.3175,both replicates,yes,3,-,yes,genic,17.64211629
chr3L,19783881,19784331,19784105,MACS_peak_2294-3,2799.68383,820.455443,both replicates,yes,0,no element,no,genic,139.571662
chr3L,19784341,19785600,19784645,MACS_peak_2294-4,21258.9154,11475.1759,both replicates,yes,2,-,yes,promoter & genic,11.9972371
chr3L,19785681,19785861,19785695,MACS_peak_2295-1,92.2487955,13.1410075,replicate 1,yes,0,no element,no,genic,9.978385448
chr3L,19785871,19786271,19786085,MACS_peak_2295-2,1988.95246,846.352948,both replicates,yes,2,+,yes,genic,13.148397
chr3L,19786281,19787301,19786765,MACS_peak_2295-3,7713.85035,3105.28881,both replicates,yes,0,no element,no,promoter,127.5177496
chr3L,19787311,19787490,19787355,MACS_peak_2295-4,42.2426952,155.262044,replicate 1,yes,0,no element,no,genic,111.9068212
chr3L,19825931,19827011,19826505,MACS_peak_2296-1,5945.03702,2162.51643,both replicates,yes,3,+,yes,genic,17.67416815
chr3L,19827021,19827180,19827120,MACS_peak_2296-2,123.991486,130.18105,none,yes,0,no element,no,genic,21.53684731
chr3L,19840731,19840851,19840750,MACS_peak_2297-1,95.7043062,86.8150134,replicate 1,no,0,no element,no,genic,5.36141105
chr3L,19840861,19841531,19841205,MACS_peak_2297-2,4263.68268,1797.1389,both replicates,no,0,no element,no,promoter & genic,37.45839073
chr3L,19863611,19864210,19863915,MACS_peak_2298-1,854.898062,1060.03291,replicate 1,yes,0,no element,no,genic,24.96322766
chr3L,19887841,19887901,19887860,MACS_peak_2299-1,63.2549247,192.699265,replicate 1,yes,0,no element,no,genic,16.29869145
chr3L,19887911,19888571,19888455,MACS_peak_2299-2,5123.38862,2092.57499,both replicates,yes,8,-,yes,genic,21.49493694
chr3L,19888581,19889271,19888845,MACS_peak_2299-3,11942.6335,3906.82201,both replicates,yes,3,-,yes,genic,15.40142401
chr3L,19889281,19889971,19889635,MACS_peak_2299-4,18605.9555,9968.79768,both replicates,yes,3,-,yes,genic,24.86954816
chr3L,19889981,19890431,19890185,MACS_peak_2299-5,6416.23373,2296.24924,both replicates,yes,4,-,yes,genic,31.62862936
chr3L,19890441,19891151,19890720,MACS_peak_2299-6,12862.8181,9724.41903,both replicates,yes,2,-,yes,genic,34.38944133
chr3L,19891161,19891280,19891265,MACS_peak_2299-7,122.846522,1.56304471,replicate 1,yes,0,no element,no,genic,30.26301104
chr3L,19891901,19891921,19891905,MACS_peak_2300-1,75.7845084,53.390669,none,yes,0,no element,no,genic,21.93371196
chr3L,19891931,19892451,19892295,MACS_peak_2300-2,559.842658,373.340201,replicate 1,yes,0,no element,no,genic,23.851502
chr3L,19892461,19892890,19892720,MACS_peak_2300-3,799.972681,637.154728,replicate 1,yes,0,no element,no,genic,28.53996243
chr3L,19893251,19893481,19893355,MACS_peak_2301-1,171.14916,71.7210384,none,yes,0,no element,no,genic,40.73932289
chr3L,19893491,19893930,19893685,MACS_peak_2301-2,540.032843,517.866963,none,yes,1,+,yes,genic,31.62615305
chr3L,19896281,19897020,19896625,MACS_peak_2302-1,1261.7272,748.809644,replicate 1,yes,0,no element,no,genic,29.45694691
chr3L,19898641,19899151,19899005,MACS_peak_2303-1,483.749393,542.963033,replicate 1,yes,0,no element,no,genic,39.47476627
chr3L,19899161,19899590,19899325,MACS_peak_2303-2,1656.51891,931.190529,replicate 1,yes,0,no element,no,genic,28.18253185
chr3L,19899701,19900871,19900285,MACS_peak_2304-1,7170.66724,2926.23908,both replicates,yes,1,+,yes,genic,34.02215222
chr3L,19900881,19900991,19900955,MACS_peak_2304-2,78.9504344,49.6400694,replicate 1,yes,0,no element,no,genic,48.10725087
chr3L,19901001,19901741,19901525,MACS_peak_2304-3,4952.64984,1812.26839,both replicates,yes,1,+,yes,genic,48.59531869
chr3L,19901751,19902291,19902075,MACS_peak_2304-4,5672.8635,2894.15158,both replicates,yes,1,+,yes,genic,73.69165969
chr3L,19902301,19902770,19902435,MACS_peak_2304-5,649.401969,43.030593,replicate 1,yes,0,no element,no,genic,177.3530022
chr3L,19902841,19903750,19903325,MACS_peak_2305-1,3077.7898,1704.31123,both replicates,yes,1,+,yes,promoter,57.71096464
chr3L,19922031,19922751,19922425,MACS_peak_2306-1,7101.52133,3529.94381,both replicates,yes,13,-,yes,genic,19.96662945
chr3L,19922761,19923570,19923240,MACS_peak_2306-2,1355.30261,899.500211,replicate 1,yes,4,-,yes,genic,15.14505529
chr3L,19925781,19925961,19925925,MACS_peak_2307-1,115.938286,52.2904762,replicate 1,yes,0,no element,no,genic,32.76007211
chr3L,19925971,19926760,19926295,MACS_peak_2307-2,3370.21073,1833.75393,both replicates,yes,1,+,yes,intergenic,32.63681705
chr3L,19931881,19932670,19932255,MACS_peak_2308-1,12397.0827,7492.05758,both replicates,yes,1,-,yes,promoter,197.2481436
chr3L,19995571,19995731,19995625,MACS_peak_2309-1,47.7780669,114.690441,replicate 1,yes,0,no element,no,promoter,64.62040015
chr3L,19995741,19996261,19996055,MACS_peak_2309-2,1308.86346,626.660299,replicate 1,yes,0,no element,no,genic,97.98193635
chr3L,19996271,19996480,19996405,MACS_peak_2309-3,120.301547,224.364134,replicate 1,yes,0,no element,no,genic,32.36073104
chr3L,19999321,19999801,19999545,MACS_peak_2310-1,1496.92781,999.150184,replicate 1,yes,1,+,yes,intergenic,47.59946579
chr3L,19999811,20000280,19999940,MACS_peak_2310-2,384.967767,462.169591,replicate 1,yes,0,no element,no,intergenic,28.76427935
chr3L,20097101,20097660,20097465,MACS_peak_2311-1,879.605041,441.263405,replicate 1,yes,5,+,yes,intergenic,0.3771476
chr3L,20102621,20102851,20102820,MACS_peak_2312-1,69.9123755,113.551398,replicate 1,no,0,no element,no,genic,0
chr3L,20102861,20103330,20103055,MACS_peak_2312-2,1543.10569,728.706619,replicate 1,yes,2,-,yes,genic,0
chr3L,20133351,20133541,20133375,MACS_peak_2313-1,64.7241386,187.795407,replicate 1,yes,0,no element,no,genic,2.649891749
chr3L,20133551,20133951,20133785,MACS_peak_2313-2,1630.54293,356.814828,replicate 1,yes,1,+,yes,promoter,2.354088798
chr3L,20133961,20134440,20134055,MACS_peak_2313-3,980.383543,416.644882,replicate 1,yes,0,no element,no,promoter,6.216767997
chr3L,20178871,20179591,20179145,MACS_peak_2314-1,2470.35674,1492.63903,both replicates,yes,3,-,yes,genic,16.868104
chr3L,20179601,20180481,20179845,MACS_peak_2314-2,4758.35459,3358.1934,both replicates,yes,0,no element,no,genic,14.57564275
chr3L,20180491,20180751,20180620,MACS_peak_2314-3,267.060124,485.441121,none,yes,0,no element,no,genic,12.1796435
chr3L,20180761,20180991,20180905,MACS_peak_2314-4,227.407008,313.858609,none,yes,0,no element,no,genic,13.06705235
chr3L,20181001,20181431,20181145,MACS_peak_2314-5,599.457482,720.083875,none,yes,0,no element,no,promoter & genic,10.06958865
chr3L,20181441,20181641,20181570,MACS_peak_2314-6,178.073972,144.41918,none,yes,0,no element,no,promoter & genic,12.3028986
chr3L,20181651,20181821,20181780,MACS_peak_2314-7,153.208475,353.228642,none,yes,0,no element,no,genic,11.01862505
chr3L,20181831,20182301,20181975,MACS_peak_2314-8,769.717037,931.577722,none,yes,0,no element,no,genic,7.705641299
chr3L,20182311,20182550,20182375,MACS_peak_2314-9,201.260026,555.900288,none,yes,0,no element,no,genic,13.24945875
chr3L,20185121,20185611,20185470,MACS_peak_2315-1,529.02813,553.1427,none,yes,0,no element,no,genic,11.27251755
chr3L,20185681,20186031,20185835,MACS_peak_2315-2,331.243549,99.4829973,none,yes,0,no element,no,genic,14.59535985
chr3L,20186041,20186110,20186080,MACS_peak_2315-3,145.269812,67.4951488,none,yes,0,no element,no,genic,11.0802526
chr3L,20190131,20190581,20190450,MACS_peak_2316-1,531.563274,528.796718,replicate 1,yes,0,no element,no,genic,13.9741783
chr3L,20190591,20191081,20190915,MACS_peak_2316-2,713.393024,493.503179,replicate 1,yes,1,-,yes,promoter,28.88505806
chr3L,20191091,20191811,20191475,MACS_peak_2316-3,11070.3707,7330.73152,both replicates,yes,2,+,yes,intergenic,383.1694766
chr3L,20191821,20192000,20191860,MACS_peak_2316-4,62.4651049,44.1080372,replicate 1,yes,0,no element,no,intergenic,0.22431685
chr3L,20192201,20192790,20192510,MACS_peak_2317-1,569.384029,676.697154,none,yes,0,no element,no,intergenic,0.22431685
chr3L,20240561,20241430,20240965,MACS_peak_2318-1,1705.03651,953.99248,replicate 1,no,5,+,no,intergenic,0
chr3L,20303171,20303341,20303225,MACS_peak_2319-1,73.9955058,44.327725,replicate 1,yes,0,no element,no,genic,30.67959274
chr3L,20303351,20303990,20303685,MACS_peak_2319-2,2458.13364,1137.86107,both replicates,yes,1,-,yes,genic,20.02825695
chr3L,20309761,20309961,20309775,MACS_peak_2320-1,39.5235963,43.8656588,replicate 1,yes,0,no element,no,intergenic,27.30498169
chr3L,20309971,20310590,20310245,MACS_peak_2320-2,2058.11832,722.741259,both replicates,yes,1,-,yes,promoter,45.83698274
chr3L,20327381,20327671,20327540,MACS_peak_2321-1,1723.95782,1130.09293,both replicates,no,0,no element,no,intergenic,0
chr3L,20327771,20328011,20327915,MACS_peak_2321-2,88.4001662,0,replicate 1,no,0,no element,no,intergenic,0.3056615
chr3L,20328021,20328310,20328165,MACS_peak_2321-3,1156.8472,772.855574,both replicates,no,0,no element,no,intergenic,0
chr3L,20341091,20341231,20341165,MACS_peak_2322-1,196.903947,55.0736805,replicate 1,yes,0,no element,no,promoter,20.1194599
chr3L,20341241,20342311,20341805,MACS_peak_2322-2,13212.402,5263.6087,both replicates,yes,6,+,yes,genic,39.49448366
chr3L,20342321,20343120,20342610,MACS_peak_2322-3,7941.15888,4228.5825,both replicates,yes,10,+,yes,genic,21.85236742
chr3L,20378511,20378581,20378545,MACS_peak_2323-1,61.8881898,47.1288817,none,no,0,no element,no,genic,17.38822375
chr3L,20378591,20379460,20378945,MACS_peak_2323-2,1338.01743,1405.30433,replicate 1,no,1,+,no,promoter & genic,10.37525015
chr3L,20391411,20391581,20391545,MACS_peak_2324-1,43.399629,180.702454,replicate 1,yes,0,no element,no,genic,15.54439625
chr3L,20391591,20392240,20391845,MACS_peak_2324-2,2236.77357,1206.2461,both replicates,yes,8,-,yes,genic,12.40396035
chr3L,20394041,20394081,20394065,MACS_peak_2325-1,64.7217662,155.717773,replicate 1,yes,0,no element,no,genic,14.73833205
chr3L,20394091,20395231,20394815,MACS_peak_2325-2,19165.4636,12524.7225,both replicates,yes,4,+,yes,promoter,53.67821334
chr3L,20395241,20395480,20395320,MACS_peak_2325-3,200.357349,149.953219,replicate 1,yes,0,no element,no,intergenic,3.771476001
chr3L,20396141,20396631,20396405,MACS_peak_2326-1,652.840296,477.469306,none,yes,0,no element,no,intergenic,2.272744149
chr3L,20396641,20397401,20397135,MACS_peak_2326-2,1165.47224,612.227451,replicate 1,yes,0,no element,no,intergenic,7.767268851
chr3L,20397411,20397560,20397545,MACS_peak_2326-3,34.3610736,38.7633829,replicate 1,yes,0,no element,no,intergenic,57.70358232
chr3L,20486401,20486711,20486670,MACS_peak_2327-1,319.355349,383.41479,replicate 1,yes,0,no element,no,promoter & genic,139.7171096
chr3L,20486721,20487431,20487075,MACS_peak_2327-2,5443.65788,1675.08581,both replicates,yes,3,+,yes,promoter & genic,0.3056615
chr3L,20487441,20487530,20487495,MACS_peak_2327-3,95.7728095,92.8590319,replicate 1,yes,0,no element,no,genic,1.5085904
chr3L,20490181,20490261,20490210,MACS_peak_2328-1,74.5404283,102.309372,replicate 1,no,0,no element,no,promoter,31.95400795
chr3L,20490271,20491071,20490715,MACS_peak_2328-2,2334.29408,1118.60445,both replicates,no,0,no element,no,genic,129.4305876
chr3L,20491081,20491230,20491170,MACS_peak_2328-3,117.64897,126.723985,replicate 1,no,0,no element,no,genic,5.73855865
chr3L,20491711,20491881,20491835,MACS_peak_2329-1,71.1635331,127.266376,none,no,0,no element,no,genic,3.3228423
